Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2014-15,RS,Apr,14,2015-04-02,Golden State Warriors,Phoenix Suns,Home,W,San Francisco,339,Los Angeles - San Francisco,1,America/Los_Angeles,0,~55 minutes,-,,37.77,-122.45,34.11,-118.41
2014-15,RS,Apr,14,2015-04-04,Golden State Warriors,Dallas Mavericks,Away,W,Dallas,1484,San Francisco - Dallas,1,America/Chicago,2,~2.7 hours,East,,32.79,-96.77,37.77,-122.45
2014-15,RS,Apr,14,2015-04-05,Golden State Warriors,San Antonio Spurs,Away,L,San Antonio,252,Dallas - San Antonio,0,America/Chicago,0,~55 minutes,-,,29.46,-98.51,32.79,-96.77
2014-15,RS,Apr,14,2015-04-07,Golden State Warriors,New Orleans Pelicans,Away,L,New Orleans,516,San Antonio - New Orleans,1,America/Chicago,0,~56.29 minutes,-,,30.07,-89.93,29.46,-98.51
2014-15,RS,Apr,15,2015-04-09,Golden State Warriors,Portland Trail Blazers,Home,W,San Francisco,1929,New Orleans - San Francisco,1,America/Los_Angeles,-2,~3.51 hours,West,,37.77,-122.45,30.07,-89.93
2014-15,RS,Apr,15,2015-04-11,Golden State Warriors,Minnesota Timberwolves,Home,W,San Francisco,0,No Travel,1,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,RS,Apr,15,2015-04-13,Golden State Warriors,Memphis Grizzlies,Home,W,San Francisco,0,No Travel,1,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,RS,Apr,15,2015-04-15,Golden State Warriors,Denver Nuggets,Home,W,San Francisco,0,No Travel,1,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,PO,Apr,16,2015-04-18,Golden State Warriors,New Orleans Pelicans,Home,W,San Francisco,0,No Travel,2,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,PO,Apr,16,2015-04-20,Golden State Warriors,New Orleans Pelicans,Home,W,San Francisco,0,No Travel,1,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,PO,Apr,17,2015-04-23,Golden State Warriors,New Orleans Pelicans,Away,W,New Orleans,1929,San Francisco - New Orleans,2,America/Chicago,2,~3.51 hours,East,,30.07,-89.93,37.77,-122.45
2014-15,PO,Apr,17,2015-04-25,Golden State Warriors,New Orleans Pelicans,Away,W,New Orleans,0,No Travel,1,America/Chicago,0,-,-,,30.07,-89.93,30.07,-89.93
2014-15,PO,May,18,2015-05-03,Golden State Warriors,Memphis Grizzlies,Home,W,San Francisco,1929,New Orleans - San Francisco,7,America/Los_Angeles,-2,~3.51 hours,West,,37.77,-122.45,30.07,-89.93
2014-15,PO,May,18,2015-05-05,Golden State Warriors,Memphis Grizzlies,Home,L,San Francisco,0,No Travel,1,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,PO,May,19,2015-05-09,Golden State Warriors,Memphis Grizzlies,Away,L,Memphis,1804,San Francisco - Memphis,3,America/Chicago,2,~3.28 hours,East,,35.11,-90.01,37.77,-122.45
2014-15,PO,May,19,2015-05-11,Golden State Warriors,Memphis Grizzlies,Away,W,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,PO,May,19,2015-05-13,Golden State Warriors,Memphis Grizzlies,Home,W,San Francisco,1804,Memphis - San Francisco,1,America/Los_Angeles,-2,~3.28 hours,West,,37.77,-122.45,35.11,-90.01
2014-15,PO,May,20,2015-05-15,Golden State Warriors,Memphis Grizzlies,Away,W,Memphis,1804,San Francisco - Memphis,1,America/Chicago,2,~3.28 hours,East,,35.11,-90.01,37.77,-122.45
2014-15,PO,May,20,2015-05-19,Golden State Warriors,Houston Rockets,Home,W,San Francisco,1804,Memphis - San Francisco,3,America/Los_Angeles,-2,~3.28 hours,West,,37.77,-122.45,35.11,-90.01
2014-15,PO,May,21,2015-05-21,Golden State Warriors,Houston Rockets,Home,W,San Francisco,0,No Travel,1,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,PO,May,21,2015-05-23,Golden State Warriors,Houston Rockets,Away,W,Houston,1643,San Francisco - Houston,1,America/Chicago,2,~2.99 hours,East,,29.77,-95.39,37.77,-122.45
2014-15,PO,May,21,2015-05-25,Golden State Warriors,Houston Rockets,Away,L,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,PO,May,21,2015-05-27,Golden State Warriors,Houston Rockets,Home,W,San Francisco,1643,Houston - San Francisco,1,America/Los_Angeles,-2,~2.99 hours,West,,37.77,-122.45,29.77,-95.39
2014-15,PO,Jun,23,2015-06-04,Golden State Warriors,Cleveland Cavaliers,Home,W,San Francisco,0,No Travel,7,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,PO,Jun,23,2015-06-07,Golden State Warriors,Cleveland Cavaliers,Home,L,San Francisco,0,No Travel,2,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,PO,Jun,23,2015-06-09,Golden State Warriors,Cleveland Cavaliers,Away,L,Cleveland,2166,San Francisco - Cleveland,1,America/New_York,3,~3.94 hours,East,,41.48,-81.68,37.77,-122.45
2014-15,PO,Jun,24,2015-06-11,Golden State Warriors,Cleveland Cavaliers,Away,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,PO,Jun,24,2015-06-14,Golden State Warriors,Cleveland Cavaliers,Home,W,San Francisco,2166,Cleveland - San Francisco,2,America/Los_Angeles,-3,~3.94 hours,West,,37.77,-122.45,41.48,-81.68
2014-15,PO,Jun,24,2015-06-16,Golden State Warriors,Cleveland Cavaliers,Away,W,Cleveland,2166,San Francisco - NA,1,America/New_York,3,~3.94 hours,East,,41.48,-81.68,37.77,-122.45
2014-15,RS,Oct,43,2014-10-28,Houston Rockets,Los Angeles Lakers,Away,W,Los Angeles,1380,Houston - Los Angeles,15,America/Los_Angeles,-2,~2.51 hours,West,,34.11,-118.41,29.77,-95.39
2014-15,RS,Oct,44,2014-10-29,Houston Rockets,Utah Jazz,Away,W,Salt Lake City,582,Los Angeles - Salt Lake City,0,America/Denver,1,~1.06 hours,East,,40.78,-111.93,34.11,-118.41
2014-15,RS,Nov,44,2014-11-01,Houston Rockets,Boston Celtics,Home,W,Houston,1201,Salt Lake City - Houston,2,America/Chicago,1,~2.18 hours,East,,29.77,-95.39,40.78,-111.93
2014-15,RS,Nov,44,2014-11-03,Houston Rockets,Philadelphia 76ers,Away,W,Philadelphia,1344,Houston - Philadelphia,1,America/New_York,1,~2.44 hours,East,,40.01,-75.13,29.77,-95.39
2014-15,RS,Nov,44,2014-11-04,Houston Rockets,Miami Heat,Away,W,Miami,1026,Philadelphia - Miami,0,America/New_York,0,~1.87 hours,-,,25.78,-80.21,40.01,-75.13
2014-15,RS,Nov,45,2014-11-06,Houston Rockets,San Antonio Spurs,Home,W,Houston,968,Miami - Houston,1,America/Chicago,-1,~1.76 hours,West,,29.77,-95.39,25.78,-80.21
2014-15,RS,Nov,45,2014-11-08,Houston Rockets,Golden State Warriors,Home,L,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Nov,46,2014-11-12,Houston Rockets,Minnesota Timberwolves,Away,W,Minneapolis,1056,Houston - Minneapolis,3,America/Chicago,0,~1.92 hours,-,,44.96,-93.27,29.77,-95.39
2014-15,RS,Nov,46,2014-11-14,Houston Rockets,Philadelphia 76ers,Home,W,Houston,1056,Minneapolis - Houston,1,America/Chicago,0,~1.92 hours,-,,29.77,-95.39,44.96,-93.27
2014-15,RS,Nov,46,2014-11-16,Houston Rockets,Oklahoma City Thunder,Away,W,Oklahoma City,413,Houston - Oklahoma City,1,America/Chicago,0,~55 minutes,-,,35.47,-97.51,29.77,-95.39
2014-15,RS,Nov,46,2014-11-17,Houston Rockets,Memphis Grizzlies,Away,L,Memphis,424,Oklahoma City - Memphis,0,America/Chicago,0,~55 minutes,-,,35.11,-90.01,35.47,-97.51
2014-15,RS,Nov,47,2014-11-19,Houston Rockets,Los Angeles Lakers,Home,L,Houston,484,Memphis - Houston,1,America/Chicago,0,~55 minutes,-,,29.77,-95.39,35.11,-90.01
2014-15,RS,Nov,47,2014-11-22,Houston Rockets,Dallas Mavericks,Home,W,Houston,0,No Travel,2,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Nov,47,2014-11-24,Houston Rockets,New York Knicks,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Nov,48,2014-11-26,Houston Rockets,Sacramento Kings,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Nov,48,2014-11-28,Houston Rockets,Los Angeles Clippers,Home,L,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Nov,48,2014-11-29,Houston Rockets,Milwaukee Bucks,Away,W,Milwaukee,1006,Houston - Milwaukee,0,America/Chicago,0,~1.83 hours,-,,43.06,-87.97,29.77,-95.39
2014-15,RS,Dec,49,2014-12-03,Houston Rockets,Memphis Grizzlies,Home,W,Houston,1006,Milwaukee - Houston,3,America/Chicago,0,~1.83 hours,-,,29.77,-95.39,43.06,-87.97
2014-15,RS,Dec,49,2014-12-05,Houston Rockets,Minnesota Timberwolves,Away,W,Minneapolis,1056,Houston - Minneapolis,1,America/Chicago,0,~1.92 hours,-,,44.96,-93.27,29.77,-95.39
2014-15,RS,Dec,49,2014-12-06,Houston Rockets,Phoenix Suns,Home,W,Houston,1056,Minneapolis - Houston,0,America/Chicago,0,~1.92 hours,-,,29.77,-95.39,44.96,-93.27
2014-15,RS,Dec,50,2014-12-10,Houston Rockets,Golden State Warriors,Away,L,San Francisco,1643,Houston - San Francisco,3,America/Los_Angeles,-2,~2.99 hours,West,,37.77,-122.45,29.77,-95.39
2014-15,RS,Dec,50,2014-12-11,Houston Rockets,Sacramento Kings,Away,W,Sacramento,77,San Francisco - Sacramento,0,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,37.77,-122.45
2014-15,RS,Dec,50,2014-12-13,Houston Rockets,Denver Nuggets,Home,W,Houston,1604,Sacramento - Houston,1,America/Chicago,2,~2.92 hours,East,,29.77,-95.39,38.57,-121.47
2014-15,RS,Dec,51,2014-12-17,Houston Rockets,Denver Nuggets,Away,W,Denver,875,Houston - Denver,3,America/Denver,-1,~1.59 hours,West,,39.77,-104.87,29.77,-95.39
2014-15,RS,Dec,51,2014-12-18,Houston Rockets,New Orleans Pelicans,Home,L,Houston,875,Denver - Houston,0,America/Chicago,1,~1.59 hours,East,,29.77,-95.39,39.77,-104.87
2014-15,RS,Dec,51,2014-12-20,Houston Rockets,Atlanta Hawks,Home,L,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Dec,51,2014-12-22,Houston Rockets,Portland Trail Blazers,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Dec,52,2014-12-26,Houston Rockets,Memphis Grizzlies,Away,W,Memphis,484,Houston - Memphis,3,America/Chicago,0,~55 minutes,-,,35.11,-90.01,29.77,-95.39
2014-15,RS,Dec,52,2014-12-28,Houston Rockets,San Antonio Spurs,Away,L,San Antonio,631,Memphis - San Antonio,1,America/Chicago,0,~1.15 hours,-,,29.46,-98.51,35.11,-90.01
2014-15,RS,Dec,52,2014-12-29,Houston Rockets,Washington Wizards,Home,L,Houston,189,San Antonio - Houston,0,America/Chicago,0,~55 minutes,-,,29.77,-95.39,29.46,-98.51
2014-15,RS,Dec,53,2014-12-31,Houston Rockets,Charlotte Hornets,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Jan,1,2015-01-02,Houston Rockets,New Orleans Pelicans,Away,L,New Orleans,328,Houston - New Orleans,1,America/Chicago,0,~55 minutes,-,,30.07,-89.93,29.77,-95.39
2014-15,RS,Jan,1,2015-01-03,Houston Rockets,Miami Heat,Home,W,Houston,328,New Orleans - Houston,0,America/Chicago,0,~55 minutes,-,,29.77,-95.39,30.07,-89.93
2014-15,RS,Jan,1,2015-01-05,Houston Rockets,Chicago Bulls,Away,L,Chicago,939,Houston - Chicago,1,America/Chicago,0,~1.71 hours,-,,41.84,-87.68,29.77,-95.39
2014-15,RS,Jan,1,2015-01-07,Houston Rockets,Cleveland Cavaliers,Away,W,Cleveland,311,Chicago - Cleveland,1,America/New_York,1,~55 minutes,East,,41.48,-81.68,41.84,-87.68
2014-15,RS,Jan,2,2015-01-08,Houston Rockets,New York Knicks,Away,W,New York,407,Cleveland - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,41.48,-81.68
2014-15,RS,Jan,2,2015-01-10,Houston Rockets,Utah Jazz,Home,W,Houston,1421,New York - Houston,1,America/Chicago,-1,~2.58 hours,West,,29.77,-95.39,40.67,-73.94
2014-15,RS,Jan,2,2015-01-12,Houston Rockets,Brooklyn Nets,Away,W,New York,1421,Houston - New York,1,America/New_York,1,~2.58 hours,East,,40.67,-73.94,29.77,-95.39
2014-15,RS,Jan,2,2015-01-14,Houston Rockets,Orlando Magic,Away,L,Orlando,941,New York - Orlando,1,America/New_York,0,~1.71 hours,-,,28.5,-81.37,40.67,-73.94
2014-15,RS,Jan,3,2015-01-15,Houston Rockets,Oklahoma City Thunder,Home,W,Houston,851,Orlando - Houston,0,America/Chicago,-1,~1.55 hours,West,,29.77,-95.39,28.5,-81.37
2014-15,RS,Jan,3,2015-01-17,Houston Rockets,Golden State Warriors,Home,L,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Jan,3,2015-01-19,Houston Rockets,Indiana Pacers,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Jan,3,2015-01-21,Houston Rockets,Golden State Warriors,Away,L,San Francisco,1643,Houston - San Francisco,1,America/Los_Angeles,-2,~2.99 hours,West,,37.77,-122.45,29.77,-95.39
2014-15,RS,Jan,4,2015-01-23,Houston Rockets,Phoenix Suns,Away,W,Phoenix,652,San Francisco - Phoenix,1,America/Phoenix,1,~1.19 hours,East,,33.54,-112.07,37.77,-122.45
2014-15,RS,Jan,4,2015-01-25,Houston Rockets,Los Angeles Lakers,Away,W,Los Angeles,366,Phoenix - Los Angeles,1,America/Los_Angeles,-1,~55 minutes,West,,34.11,-118.41,33.54,-112.07
2014-15,RS,Jan,4,2015-01-28,Houston Rockets,Dallas Mavericks,Home,W,Houston,1380,Los Angeles - Houston,2,America/Chicago,2,~2.51 hours,East,,29.77,-95.39,34.11,-118.41
2014-15,RS,Jan,5,2015-01-30,Houston Rockets,Boston Celtics,Away,W,Boston,1607,Houston - Boston,1,America/New_York,1,~2.92 hours,East,,42.34,-71.02,29.77,-95.39
2014-15,RS,Jan,5,2015-01-31,Houston Rockets,Detroit Pistons,Away,L,Detroit,617,Boston - Detroit,0,America/Detroit,0,~1.12 hours,-,,42.38,-83.1,42.34,-71.02
2014-15,RS,Feb,5,2015-02-04,Houston Rockets,Chicago Bulls,Home,W,Houston,1107,Detroit - Houston,3,America/Chicago,-1,~2.01 hours,West,,29.77,-95.39,42.38,-83.1
2014-15,RS,Feb,6,2015-02-06,Houston Rockets,Milwaukee Bucks,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Feb,6,2015-02-08,Houston Rockets,Portland Trail Blazers,Home,L,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Feb,6,2015-02-10,Houston Rockets,Phoenix Suns,Away,W,Phoenix,1014,Houston - Phoenix,1,America/Phoenix,-1,~1.84 hours,West,,33.54,-112.07,29.77,-95.39
2014-15,RS,Feb,6,2015-02-11,Houston Rockets,Los Angeles Clippers,Away,L,Los Angeles,366,Phoenix - Los Angeles,0,America/Los_Angeles,-1,~55 minutes,West,,34.11,-118.41,33.54,-112.07
2014-15,RS,Feb,8,2015-02-20,Houston Rockets,Dallas Mavericks,Away,L,Dallas,1249,Los Angeles - Dallas,8,America/Chicago,2,~2.27 hours,East,,32.79,-96.77,34.11,-118.41
2014-15,RS,Feb,8,2015-02-21,Houston Rockets,Toronto Raptors,Home,W,Houston,224,Dallas - Houston,0,America/Chicago,0,~55 minutes,-,,29.77,-95.39,32.79,-96.77
2014-15,RS,Feb,8,2015-02-23,Houston Rockets,Minnesota Timberwolves,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Feb,8,2015-02-25,Houston Rockets,Los Angeles Clippers,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Feb,9,2015-02-27,Houston Rockets,Brooklyn Nets,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Mar,9,2015-03-01,Houston Rockets,Cleveland Cavaliers,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Mar,9,2015-03-03,Houston Rockets,Atlanta Hawks,Away,L,Atlanta,701,Houston - Atlanta,1,America/New_York,1,~1.27 hours,East,,33.76,-84.42,29.77,-95.39
2014-15,RS,Mar,9,2015-03-04,Houston Rockets,Memphis Grizzlies,Home,L,Houston,701,Atlanta - Houston,0,America/Chicago,-1,~1.27 hours,West,,29.77,-95.39,33.76,-84.42
2014-15,RS,Mar,10,2015-03-06,Houston Rockets,Detroit Pistons,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Mar,10,2015-03-07,Houston Rockets,Denver Nuggets,Away,W,Denver,875,Houston - Denver,0,America/Denver,-1,~1.59 hours,West,,39.77,-104.87,29.77,-95.39
2014-15,RS,Mar,10,2015-03-11,Houston Rockets,Portland Trail Blazers,Away,L,Portland,986,Denver - Portland,3,America/Los_Angeles,-1,~1.79 hours,West,,45.54,-122.66,39.77,-104.87
2014-15,RS,Mar,11,2015-03-12,Houston Rockets,Utah Jazz,Away,L,Salt Lake City,632,Portland - Salt Lake City,0,America/Denver,1,~1.15 hours,East,,40.78,-111.93,45.54,-122.66
2014-15,RS,Mar,11,2015-03-15,Houston Rockets,Los Angeles Clippers,Away,W,Los Angeles,582,Salt Lake City - Los Angeles,2,America/Los_Angeles,-1,~1.06 hours,West,,34.11,-118.41,40.78,-111.93
2014-15,RS,Mar,11,2015-03-17,Houston Rockets,Orlando Magic,Home,W,Houston,1380,Los Angeles - Houston,1,America/Chicago,2,~2.51 hours,East,,29.77,-95.39,34.11,-118.41
2014-15,RS,Mar,12,2015-03-19,Houston Rockets,Denver Nuggets,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Mar,12,2015-03-21,Houston Rockets,Phoenix Suns,Home,L,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Mar,12,2015-03-23,Houston Rockets,Indiana Pacers,Away,W,Indianapolis,867,Houston - Indianapolis,1,America/Indiana/Indianapolis,1,~1.58 hours,East,,39.78,-86.15,29.77,-95.39
2014-15,RS,Mar,12,2015-03-25,Houston Rockets,New Orleans Pelicans,Away,W,New Orleans,704,Indianapolis - New Orleans,1,America/Chicago,-1,~1.28 hours,West,,30.07,-89.93,39.78,-86.15
2014-15,RS,Mar,13,2015-03-27,Houston Rockets,Minnesota Timberwolves,Home,W,Houston,328,New Orleans - Houston,1,America/Chicago,0,~55 minutes,-,,29.77,-95.39,30.07,-89.93
2014-15,RS,Mar,13,2015-03-29,Houston Rockets,Washington Wizards,Away,W,Washington,1221,Houston - Washington,1,America/New_York,1,~2.22 hours,East,,38.91,-77.02,29.77,-95.39
2014-15,RS,Mar,13,2015-03-30,Houston Rockets,Toronto Raptors,Away,L,Toronto,350,Washington - Toronto,0,America/Toronto,0,~55 minutes,-,,43.65,-79.38,38.91,-77.02
2014-15,RS,Apr,13,2015-04-01,Houston Rockets,Sacramento Kings,Home,W,Houston,1302,Toronto - Houston,1,America/Chicago,-1,~2.37 hours,West,,29.77,-95.39,43.65,-79.38
2014-15,RS,Apr,14,2015-04-02,Houston Rockets,Dallas Mavericks,Away,W,Dallas,224,Houston - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,29.77,-95.39
2014-15,RS,Apr,14,2015-04-05,Houston Rockets,Oklahoma City Thunder,Away,W,Oklahoma City,190,Dallas - Oklahoma City,2,America/Chicago,0,~55 minutes,-,,35.47,-97.51,32.79,-96.77
2014-15,RS,Apr,14,2015-04-08,Houston Rockets,San Antonio Spurs,Away,L,San Antonio,420,Oklahoma City - San Antonio,2,America/Chicago,0,~55 minutes,-,,29.46,-98.51,35.47,-97.51
2014-15,RS,Apr,15,2015-04-10,Houston Rockets,San Antonio Spurs,Home,L,Houston,189,San Antonio - Houston,1,America/Chicago,0,~55 minutes,-,,29.77,-95.39,29.46,-98.51
2014-15,RS,Apr,15,2015-04-12,Houston Rockets,New Orleans Pelicans,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,RS,Apr,15,2015-04-13,Houston Rockets,Charlotte Hornets,Away,W,Charlotte,927,Houston - Charlotte,0,America/New_York,1,~1.69 hours,East,,35.2,-80.83,29.77,-95.39
2014-15,RS,Apr,15,2015-04-15,Houston Rockets,Utah Jazz,Home,W,Houston,927,Charlotte - Houston,1,America/Chicago,-1,~1.69 hours,West,,29.77,-95.39,35.2,-80.83
2014-15,PO,Apr,16,2015-04-18,Houston Rockets,Dallas Mavericks,Home,W,Houston,0,No Travel,2,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,PO,Apr,16,2015-04-21,Houston Rockets,Dallas Mavericks,Home,W,Houston,0,No Travel,2,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,PO,Apr,17,2015-04-24,Houston Rockets,Dallas Mavericks,Away,W,Dallas,224,Houston - Dallas,2,America/Chicago,0,~55 minutes,-,,32.79,-96.77,29.77,-95.39
2014-15,PO,Apr,17,2015-04-26,Houston Rockets,Dallas Mavericks,Away,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,PO,Apr,17,2015-04-28,Houston Rockets,Dallas Mavericks,Home,W,Houston,224,Dallas - Houston,1,America/Chicago,0,~55 minutes,-,,29.77,-95.39,32.79,-96.77
2014-15,PO,May,18,2015-05-04,Houston Rockets,Los Angeles Clippers,Home,L,Houston,0,No Travel,5,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,PO,May,18,2015-05-06,Houston Rockets,Los Angeles Clippers,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,PO,May,19,2015-05-08,Houston Rockets,Los Angeles Clippers,Away,L,Los Angeles,1380,Houston - Los Angeles,1,America/Los_Angeles,-2,~2.51 hours,West,,34.11,-118.41,29.77,-95.39
2014-15,PO,May,19,2015-05-10,Houston Rockets,Los Angeles Clippers,Away,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,PO,May,19,2015-05-12,Houston Rockets,Los Angeles Clippers,Home,W,Houston,1380,Los Angeles - Houston,1,America/Chicago,2,~2.51 hours,East,,29.77,-95.39,34.11,-118.41
2014-15,PO,May,20,2015-05-14,Houston Rockets,Los Angeles Clippers,Away,W,Los Angeles,1380,Houston - Los Angeles,1,America/Los_Angeles,-2,~2.51 hours,West,,34.11,-118.41,29.77,-95.39
2014-15,PO,May,20,2015-05-17,Houston Rockets,Los Angeles Clippers,Home,W,Houston,1380,Los Angeles - Houston,2,America/Chicago,2,~2.51 hours,East,,29.77,-95.39,34.11,-118.41
2014-15,PO,May,20,2015-05-19,Houston Rockets,Golden State Warriors,Away,L,San Francisco,1643,Houston - San Francisco,1,America/Los_Angeles,-2,~2.99 hours,West,,37.77,-122.45,29.77,-95.39
2014-15,PO,May,21,2015-05-21,Houston Rockets,Golden State Warriors,Away,L,San Francisco,0,No Travel,1,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,PO,May,21,2015-05-23,Houston Rockets,Golden State Warriors,Home,L,Houston,1643,San Francisco - Houston,1,America/Chicago,2,~2.99 hours,East,,29.77,-95.39,37.77,-122.45
2014-15,PO,May,21,2015-05-25,Houston Rockets,Golden State Warriors,Home,W,Houston,0,No Travel,1,America/Chicago,0,-,-,,29.77,-95.39,29.77,-95.39
2014-15,PO,May,21,2015-05-27,Houston Rockets,Golden State Warriors,Away,L,San Francisco,1643,Houston - NA,1,America/Los_Angeles,-2,~2.99 hours,West,,37.77,-122.45,29.77,-95.39
2014-15,RS,Oct,44,2014-10-29,Indiana Pacers,Philadelphia 76ers,Home,W,Indianapolis,0,No Travel,15,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Oct,44,2014-10-31,Indiana Pacers,Memphis Grizzlies,Home,L,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Nov,44,2014-11-01,Indiana Pacers,Atlanta Hawks,Away,L,Atlanta,427,Indianapolis - Atlanta,0,America/New_York,0,~55 minutes,-,,33.76,-84.42,39.78,-86.15
2014-15,RS,Nov,44,2014-11-04,Indiana Pacers,Milwaukee Bucks,Home,L,Indianapolis,427,Atlanta - Indianapolis,2,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,33.76,-84.42
2014-15,RS,Nov,45,2014-11-05,Indiana Pacers,Washington Wizards,Away,L,Washington,492,Indianapolis - Washington,0,America/New_York,0,~55 minutes,-,,38.91,-77.02,39.78,-86.15
2014-15,RS,Nov,45,2014-11-07,Indiana Pacers,Boston Celtics,Away,L,Boston,394,Washington - Boston,1,America/New_York,0,~55 minutes,-,,42.34,-71.02,38.91,-77.02
2014-15,RS,Nov,45,2014-11-08,Indiana Pacers,Washington Wizards,Home,L,Indianapolis,807,Boston - Indianapolis,0,America/Indiana/Indianapolis,0,~1.47 hours,-,,39.78,-86.15,42.34,-71.02
2014-15,RS,Nov,45,2014-11-10,Indiana Pacers,Utah Jazz,Home,W,Indianapolis,0,No Travel,1,America/Indiana/Indianapolis,0,-,-,,39.78,-86.15,39.78,-86.15
2014-15,RS,Nov,46,2014-11-12,Indiana Pacers,Miami Heat,Away,W,Miami,1027,Indianapolis - Miami,1,America/New_York,0,~1.87 hours,-,,25.78,-80.21,39.78,-86.15
2014-15,RS,Nov,46,2014-11-14,Indiana Pacers,Denver Nuggets,Home,L,Indianapolis,1027,Miami - Indianapolis,1,America/Indiana/Indianapolis,0,~1.87 hours,-,,39.78,-86.15,25.78,-80.21
2014-15,RS,Nov,46,2014-11-15,Indiana Pacers,Chicago Bulls,Away,W,Chicago,163,Indianapolis - Chicago,0,America/Chicago,-1,~55 minutes,West,,41.84,-87.68,39.78,-86.15
2014-15,RS,Nov,47,2014-11-19,Indiana Pacers,Charlotte Hornets,Home,W,Indianapolis,163,Chicago - Indianapolis,3,America/Indiana/Indianapolis,1,~55 minutes,East,,39.78,-86.15,41.84,-87.68
