Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2016-17,RS,Feb,6,2017-02-07,Brooklyn Nets,Charlotte Hornets,Away,L,Charlotte,533,New York - Charlotte,1,America/New_York,0,~58.15 minutes,-,,35.2,-80.83,40.67,-73.94
2016-17,RS,Feb,6,2017-02-08,Brooklyn Nets,Washington Wizards,Home,L,New York,533,Charlotte - New York,0,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2016-17,RS,Feb,6,2017-02-10,Brooklyn Nets,Miami Heat,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2016-17,RS,Feb,7,2017-02-13,Brooklyn Nets,Memphis Grizzlies,Home,L,New York,0,No Travel,2,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2016-17,RS,Feb,7,2017-02-15,Brooklyn Nets,Milwaukee Bucks,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2016-17,RS,Feb,8,2017-02-24,Brooklyn Nets,Denver Nuggets,Away,L,Denver,1625,New York - Denver,8,America/Denver,-2,~2.95 hours,West,,39.77,-104.87,40.67,-73.94
2016-17,RS,Feb,8,2017-02-25,Brooklyn Nets,Golden State Warriors,Away,L,San Francisco,956,Denver - San Francisco,0,America/Los_Angeles,-1,~1.74 hours,West,,37.77,-122.45,39.77,-104.87
2016-17,RS,Mar,9,2017-03-01,Brooklyn Nets,Sacramento Kings,Away,W,Sacramento,77,San Francisco - Sacramento,3,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,37.77,-122.45
2016-17,RS,Mar,9,2017-03-03,Brooklyn Nets,Utah Jazz,Away,L,Salt Lake City,530,Sacramento - Salt Lake City,1,America/Denver,1,~57.82 minutes,East,,40.78,-111.93,38.57,-121.47
2016-17,RS,Mar,9,2017-03-04,Brooklyn Nets,Portland Trail Blazers,Away,L,Portland,632,Salt Lake City - Portland,0,America/Los_Angeles,-1,~1.15 hours,West,,45.54,-122.66,40.78,-111.93
2016-17,RS,Mar,10,2017-03-06,Brooklyn Nets,Memphis Grizzlies,Away,W,Memphis,1850,Portland - Memphis,1,America/Chicago,2,~3.36 hours,East,,35.11,-90.01,45.54,-122.66
2016-17,RS,Mar,10,2017-03-08,Brooklyn Nets,Atlanta Hawks,Away,L,Atlanta,332,Memphis - Atlanta,1,America/New_York,1,~55 minutes,East,,33.76,-84.42,35.11,-90.01
2016-17,RS,Mar,10,2017-03-10,Brooklyn Nets,Dallas Mavericks,Away,L,Dallas,716,Atlanta - Dallas,1,America/Chicago,-1,~1.3 hours,West,,32.79,-96.77,33.76,-84.42
2016-17,RS,Mar,11,2017-03-12,Brooklyn Nets,New York Knicks,Home,W,New York,1372,Dallas - New York,1,America/New_York,1,~2.49 hours,East,,40.67,-73.94,32.79,-96.77
2016-17,RS,Mar,11,2017-03-14,Brooklyn Nets,Oklahoma City Thunder,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2016-17,RS,Mar,11,2017-03-16,Brooklyn Nets,New York Knicks,Away,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2016-17,RS,Mar,11,2017-03-17,Brooklyn Nets,Boston Celtics,Home,L,New York,0,No Travel,0,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2016-17,RS,Mar,12,2017-03-19,Brooklyn Nets,Dallas Mavericks,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2016-17,RS,Mar,12,2017-03-21,Brooklyn Nets,Detroit Pistons,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2016-17,RS,Mar,12,2017-03-23,Brooklyn Nets,Phoenix Suns,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2016-17,RS,Mar,12,2017-03-24,Brooklyn Nets,Washington Wizards,Away,L,Washington,204,New York - Washington,0,America/New_York,0,~55 minutes,-,,38.91,-77.02,40.67,-73.94
2016-17,RS,Mar,13,2017-03-26,Brooklyn Nets,Atlanta Hawks,Away,W,Atlanta,544,Washington - Atlanta,1,America/New_York,0,~59.35 minutes,-,,33.76,-84.42,38.91,-77.02
2016-17,RS,Mar,13,2017-03-28,Brooklyn Nets,Philadelphia 76ers,Home,L,New York,748,Atlanta - New York,1,America/New_York,0,~1.36 hours,-,,40.67,-73.94,33.76,-84.42
2016-17,RS,Mar,13,2017-03-30,Brooklyn Nets,Detroit Pistons,Away,L,Detroit,488,New York - Detroit,1,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.67,-73.94
2016-17,RS,Apr,13,2017-04-01,Brooklyn Nets,Orlando Magic,Home,W,New York,488,Detroit - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.38,-83.1
2016-17,RS,Apr,14,2017-04-02,Brooklyn Nets,Atlanta Hawks,Home,W,New York,0,No Travel,0,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2016-17,RS,Apr,14,2017-04-04,Brooklyn Nets,Philadelphia 76ers,Away,W,Philadelphia,78,New York - Philadelphia,1,America/New_York,0,~55 minutes,-,,40.01,-75.13,40.67,-73.94
2016-17,RS,Apr,14,2017-04-06,Brooklyn Nets,Orlando Magic,Away,L,Orlando,871,Philadelphia - Orlando,1,America/New_York,0,~1.58 hours,-,,28.5,-81.37,40.01,-75.13
2016-17,RS,Apr,14,2017-04-08,Brooklyn Nets,Chicago Bulls,Home,W,New York,941,Orlando - New York,1,America/New_York,0,~1.71 hours,-,,40.67,-73.94,28.5,-81.37
2016-17,RS,Apr,15,2017-04-10,Brooklyn Nets,Boston Celtics,Away,L,Boston,190,New York - Boston,1,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2016-17,RS,Apr,15,2017-04-12,Brooklyn Nets,Chicago Bulls,Away,L,Chicago,854,Boston - NA,1,America/Chicago,-1,~1.55 hours,West,,41.84,-87.68,42.34,-71.02
2016-17,RS,Oct,43,2016-10-26,Charlotte Hornets,Milwaukee Bucks,Away,W,Milwaukee,664,Charlotte - Milwaukee,15,America/Chicago,-1,~1.21 hours,West,,43.06,-87.97,35.2,-80.83
2016-17,RS,Oct,44,2016-10-28,Charlotte Hornets,Miami Heat,Away,W,Miami,1272,Milwaukee - Miami,1,America/New_York,1,~2.31 hours,East,,25.78,-80.21,43.06,-87.97
2016-17,RS,Oct,44,2016-10-29,Charlotte Hornets,Boston Celtics,Home,L,Charlotte,652,Miami - Charlotte,0,America/New_York,0,~1.19 hours,-,,35.2,-80.83,25.78,-80.21
2016-17,RS,Nov,44,2016-11-02,Charlotte Hornets,Philadelphia 76ers,Home,W,Charlotte,0,No Travel,3,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Nov,45,2016-11-04,Charlotte Hornets,Brooklyn Nets,Away,W,New York,533,Charlotte - New York,1,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2016-17,RS,Nov,45,2016-11-07,Charlotte Hornets,Indiana Pacers,Home,W,Charlotte,533,New York - Charlotte,2,America/New_York,0,~58.15 minutes,-,,35.2,-80.83,40.67,-73.94
2016-17,RS,Nov,45,2016-11-09,Charlotte Hornets,Utah Jazz,Home,W,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Nov,46,2016-11-11,Charlotte Hornets,Toronto Raptors,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Nov,46,2016-11-13,Charlotte Hornets,Cleveland Cavaliers,Away,L,Cleveland,437,Charlotte - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,35.2,-80.83
2016-17,RS,Nov,46,2016-11-15,Charlotte Hornets,Minnesota Timberwolves,Away,W,Minneapolis,631,Cleveland - Minneapolis,1,America/Chicago,-1,~1.15 hours,West,,44.96,-93.27,41.48,-81.68
2016-17,RS,Nov,47,2016-11-18,Charlotte Hornets,Atlanta Hawks,Home,W,Charlotte,940,Minneapolis - Charlotte,2,America/New_York,1,~1.71 hours,East,,35.2,-80.83,44.96,-93.27
2016-17,RS,Nov,47,2016-11-19,Charlotte Hornets,New Orleans Pelicans,Away,L,New Orleans,637,Charlotte - New Orleans,0,America/Chicago,-1,~1.16 hours,West,,30.07,-89.93,35.2,-80.83
2016-17,RS,Nov,47,2016-11-21,Charlotte Hornets,Memphis Grizzlies,Home,L,Charlotte,637,New Orleans - Charlotte,1,America/New_York,1,~1.16 hours,East,,35.2,-80.83,30.07,-89.93
2016-17,RS,Nov,47,2016-11-23,Charlotte Hornets,San Antonio Spurs,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Nov,48,2016-11-25,Charlotte Hornets,New York Knicks,Away,L,New York,533,Charlotte - New York,1,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2016-17,RS,Nov,48,2016-11-26,Charlotte Hornets,New York Knicks,Home,W,Charlotte,533,New York - Charlotte,0,America/New_York,0,~58.15 minutes,-,,35.2,-80.83,40.67,-73.94
2016-17,RS,Nov,48,2016-11-28,Charlotte Hornets,Memphis Grizzlies,Away,W,Memphis,519,Charlotte - Memphis,1,America/Chicago,-1,~56.62 minutes,West,,35.11,-90.01,35.2,-80.83
2016-17,RS,Nov,48,2016-11-29,Charlotte Hornets,Detroit Pistons,Home,L,Charlotte,519,Memphis - Charlotte,0,America/New_York,1,~56.62 minutes,East,,35.2,-80.83,35.11,-90.01
2016-17,RS,Dec,48,2016-12-01,Charlotte Hornets,Dallas Mavericks,Home,W,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Dec,49,2016-12-03,Charlotte Hornets,Minnesota Timberwolves,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Dec,49,2016-12-05,Charlotte Hornets,Dallas Mavericks,Away,W,Dallas,928,Charlotte - Dallas,1,America/Chicago,-1,~1.69 hours,West,,32.79,-96.77,35.2,-80.83
2016-17,RS,Dec,49,2016-12-07,Charlotte Hornets,Detroit Pistons,Home,W,Charlotte,928,Dallas - Charlotte,1,America/New_York,1,~1.69 hours,East,,35.2,-80.83,32.79,-96.77
2016-17,RS,Dec,50,2016-12-09,Charlotte Hornets,Orlando Magic,Home,W,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Dec,50,2016-12-10,Charlotte Hornets,Cleveland Cavaliers,Away,L,Cleveland,437,Charlotte - Cleveland,0,America/New_York,0,~55 minutes,-,,41.48,-81.68,35.2,-80.83
2016-17,RS,Dec,50,2016-12-12,Charlotte Hornets,Indiana Pacers,Away,L,Indianapolis,262,Cleveland - Indianapolis,1,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,41.48,-81.68
2016-17,RS,Dec,50,2016-12-14,Charlotte Hornets,Washington Wizards,Away,L,Washington,492,Indianapolis - Washington,1,America/New_York,0,~55 minutes,-,,38.91,-77.02,39.78,-86.15
2016-17,RS,Dec,51,2016-12-16,Charlotte Hornets,Boston Celtics,Away,L,Boston,394,Washington - Boston,1,America/New_York,0,~55 minutes,-,,42.34,-71.02,38.91,-77.02
2016-17,RS,Dec,51,2016-12-17,Charlotte Hornets,Atlanta Hawks,Away,W,Atlanta,938,Boston - Atlanta,0,America/New_York,0,~1.71 hours,-,,33.76,-84.42,42.34,-71.02
2016-17,RS,Dec,51,2016-12-20,Charlotte Hornets,Los Angeles Lakers,Home,W,Charlotte,227,Atlanta - Charlotte,2,America/New_York,0,~55 minutes,-,,35.2,-80.83,33.76,-84.42
2016-17,RS,Dec,52,2016-12-23,Charlotte Hornets,Chicago Bulls,Home,W,Charlotte,0,No Travel,2,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Dec,52,2016-12-26,Charlotte Hornets,Brooklyn Nets,Away,L,New York,533,Charlotte - New York,2,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2016-17,RS,Dec,52,2016-12-28,Charlotte Hornets,Orlando Magic,Away,W,Orlando,941,New York - Orlando,1,America/New_York,0,~1.71 hours,-,,28.5,-81.37,40.67,-73.94
2016-17,RS,Dec,52,2016-12-29,Charlotte Hornets,Miami Heat,Home,W,Charlotte,464,Orlando - Charlotte,0,America/New_York,0,~55 minutes,-,,35.2,-80.83,28.5,-81.37
2016-17,RS,Dec,53,2016-12-31,Charlotte Hornets,Cleveland Cavaliers,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Jan,1,2017-01-02,Charlotte Hornets,Chicago Bulls,Away,L,Chicago,589,Charlotte - Chicago,1,America/Chicago,-1,~1.07 hours,West,,41.84,-87.68,35.2,-80.83
2016-17,RS,Jan,1,2017-01-04,Charlotte Hornets,Oklahoma City Thunder,Home,W,Charlotte,589,Chicago - Charlotte,1,America/New_York,1,~1.07 hours,East,,35.2,-80.83,41.84,-87.68
2016-17,RS,Jan,1,2017-01-05,Charlotte Hornets,Detroit Pistons,Away,L,Detroit,511,Charlotte - Detroit,0,America/Detroit,0,~55.75 minutes,-,,42.38,-83.1,35.2,-80.83
2016-17,RS,Jan,1,2017-01-07,Charlotte Hornets,San Antonio Spurs,Away,L,San Antonio,1238,Detroit - San Antonio,1,America/Chicago,-1,~2.25 hours,West,,29.46,-98.51,42.38,-83.1
2016-17,RS,Jan,2,2017-01-10,Charlotte Hornets,Houston Rockets,Away,L,Houston,189,San Antonio - Houston,2,America/Chicago,0,~55 minutes,-,,29.77,-95.39,29.46,-98.51
2016-17,RS,Jan,2,2017-01-13,Charlotte Hornets,Philadelphia 76ers,Away,L,Philadelphia,1344,Houston - Philadelphia,2,America/New_York,1,~2.44 hours,East,,40.01,-75.13,29.77,-95.39
2016-17,RS,Jan,3,2017-01-16,Charlotte Hornets,Boston Celtics,Away,L,Boston,268,Philadelphia - Boston,2,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.01,-75.13
2016-17,RS,Jan,3,2017-01-18,Charlotte Hornets,Portland Trail Blazers,Home,W,Charlotte,722,Boston - Charlotte,1,America/New_York,0,~1.31 hours,-,,35.2,-80.83,42.34,-71.02
2016-17,RS,Jan,3,2017-01-20,Charlotte Hornets,Toronto Raptors,Home,W,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Jan,3,2017-01-21,Charlotte Hornets,Brooklyn Nets,Home,W,Charlotte,0,No Travel,0,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Jan,4,2017-01-23,Charlotte Hornets,Washington Wizards,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Jan,4,2017-01-25,Charlotte Hornets,Golden State Warriors,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Jan,4,2017-01-27,Charlotte Hornets,New York Knicks,Away,L,New York,533,Charlotte - New York,1,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2016-17,RS,Jan,4,2017-01-28,Charlotte Hornets,Sacramento Kings,Home,L,Charlotte,533,New York - Charlotte,0,America/New_York,0,~58.15 minutes,-,,35.2,-80.83,40.67,-73.94
2016-17,RS,Jan,5,2017-01-31,Charlotte Hornets,Portland Trail Blazers,Away,L,Portland,2287,Charlotte - Portland,2,America/Los_Angeles,-3,~4.16 hours,West,,45.54,-122.66,35.2,-80.83
2016-17,RS,Feb,5,2017-02-01,Charlotte Hornets,Golden State Warriors,Away,L,San Francisco,537,Portland - San Francisco,0,America/Los_Angeles,0,~58.58 minutes,-,,37.77,-122.45,45.54,-122.66
2016-17,RS,Feb,5,2017-02-04,Charlotte Hornets,Utah Jazz,Away,L,Salt Lake City,600,San Francisco - Salt Lake City,2,America/Denver,1,~1.09 hours,East,,40.78,-111.93,37.77,-122.45
2016-17,RS,Feb,6,2017-02-07,Charlotte Hornets,Brooklyn Nets,Home,W,Charlotte,1728,Salt Lake City - Charlotte,2,America/New_York,2,~3.14 hours,East,,35.2,-80.83,40.78,-111.93
2016-17,RS,Feb,6,2017-02-09,Charlotte Hornets,Houston Rockets,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Feb,6,2017-02-11,Charlotte Hornets,Los Angeles Clippers,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Feb,7,2017-02-13,Charlotte Hornets,Philadelphia 76ers,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Feb,7,2017-02-15,Charlotte Hornets,Toronto Raptors,Away,L,Toronto,589,Charlotte - Toronto,1,America/Toronto,0,~1.07 hours,-,,43.65,-79.38,35.2,-80.83
2016-17,RS,Feb,8,2017-02-23,Charlotte Hornets,Detroit Pistons,Away,L,Detroit,207,Toronto - Detroit,7,America/Detroit,0,~55 minutes,-,,42.38,-83.1,43.65,-79.38
2016-17,RS,Feb,8,2017-02-25,Charlotte Hornets,Sacramento Kings,Away,W,Sacramento,2018,Detroit - Sacramento,1,America/Los_Angeles,-3,~3.67 hours,West,,38.57,-121.47,42.38,-83.1
2016-17,RS,Feb,9,2017-02-26,Charlotte Hornets,Los Angeles Clippers,Away,L,Los Angeles,352,Sacramento - Los Angeles,0,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,38.57,-121.47
2016-17,RS,Feb,9,2017-02-28,Charlotte Hornets,Los Angeles Lakers,Away,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2016-17,RS,Mar,9,2017-03-02,Charlotte Hornets,Phoenix Suns,Away,L,Phoenix,366,Los Angeles - Phoenix,1,America/Phoenix,1,~55 minutes,East,,33.54,-112.07,34.11,-118.41
2016-17,RS,Mar,9,2017-03-04,Charlotte Hornets,Denver Nuggets,Away,W,Denver,587,Phoenix - Denver,1,America/Denver,0,~1.07 hours,-,,39.77,-104.87,33.54,-112.07
2016-17,RS,Mar,10,2017-03-06,Charlotte Hornets,Indiana Pacers,Home,W,Charlotte,1352,Denver - Charlotte,1,America/New_York,2,~2.46 hours,East,,35.2,-80.83,39.77,-104.87
2016-17,RS,Mar,10,2017-03-08,Charlotte Hornets,Miami Heat,Away,L,Miami,652,Charlotte - Miami,1,America/New_York,0,~1.19 hours,-,,25.78,-80.21,35.2,-80.83
2016-17,RS,Mar,10,2017-03-10,Charlotte Hornets,Orlando Magic,Home,W,Charlotte,652,Miami - Charlotte,1,America/New_York,0,~1.19 hours,-,,35.2,-80.83,25.78,-80.21
2016-17,RS,Mar,10,2017-03-11,Charlotte Hornets,New Orleans Pelicans,Home,L,Charlotte,0,No Travel,0,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Mar,11,2017-03-13,Charlotte Hornets,Chicago Bulls,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Mar,11,2017-03-15,Charlotte Hornets,Indiana Pacers,Away,L,Indianapolis,430,Charlotte - Indianapolis,1,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,35.2,-80.83
2016-17,RS,Mar,11,2017-03-18,Charlotte Hornets,Washington Wizards,Home,W,Charlotte,430,Indianapolis - Charlotte,2,America/New_York,0,~55 minutes,-,,35.2,-80.83,39.78,-86.15
2016-17,RS,Mar,12,2017-03-20,Charlotte Hornets,Atlanta Hawks,Home,W,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Mar,12,2017-03-22,Charlotte Hornets,Orlando Magic,Away,W,Orlando,464,Charlotte - Orlando,1,America/New_York,0,~55 minutes,-,,28.5,-81.37,35.2,-80.83
2016-17,RS,Mar,12,2017-03-24,Charlotte Hornets,Cleveland Cavaliers,Home,L,Charlotte,464,Orlando - Charlotte,1,America/New_York,0,~55 minutes,-,,35.2,-80.83,28.5,-81.37
2016-17,RS,Mar,13,2017-03-26,Charlotte Hornets,Phoenix Suns,Home,W,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Mar,13,2017-03-28,Charlotte Hornets,Milwaukee Bucks,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Mar,13,2017-03-29,Charlotte Hornets,Toronto Raptors,Away,W,Toronto,589,Charlotte - Toronto,0,America/Toronto,0,~1.07 hours,-,,43.65,-79.38,35.2,-80.83
2016-17,RS,Mar,13,2017-03-31,Charlotte Hornets,Denver Nuggets,Home,W,Charlotte,589,Toronto - Charlotte,1,America/New_York,0,~1.07 hours,-,,35.2,-80.83,43.65,-79.38
2016-17,RS,Apr,14,2017-04-02,Charlotte Hornets,Oklahoma City Thunder,Away,W,Oklahoma City,940,Charlotte - Oklahoma City,1,America/Chicago,-1,~1.71 hours,West,,35.47,-97.51,35.2,-80.83
2016-17,RS,Apr,14,2017-04-04,Charlotte Hornets,Washington Wizards,Away,L,Washington,1151,Oklahoma City - Washington,1,America/New_York,1,~2.09 hours,East,,38.91,-77.02,35.47,-97.51
2016-17,RS,Apr,14,2017-04-05,Charlotte Hornets,Miami Heat,Home,L,Charlotte,332,Washington - Charlotte,0,America/New_York,0,~55 minutes,-,,35.2,-80.83,38.91,-77.02
2016-17,RS,Apr,14,2017-04-08,Charlotte Hornets,Boston Celtics,Home,L,Charlotte,0,No Travel,2,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2016-17,RS,Apr,15,2017-04-10,Charlotte Hornets,Milwaukee Bucks,Away,L,Milwaukee,664,Charlotte - Milwaukee,1,America/Chicago,-1,~1.21 hours,West,,43.06,-87.97,35.2,-80.83
2016-17,RS,Apr,15,2017-04-11,Charlotte Hornets,Atlanta Hawks,Away,L,Atlanta,671,Milwaukee - NA,0,America/New_York,1,~1.22 hours,East,,33.76,-84.42,43.06,-87.97
2016-17,RS,Oct,43,2016-10-27,Chicago Bulls,Boston Celtics,Home,W,Chicago,0,No Travel,15,America/Chicago,0,-,-,,41.84,-87.68,41.84,-87.68
2016-17,RS,Oct,44,2016-10-29,Chicago Bulls,Indiana Pacers,Home,W,Chicago,0,No Travel,1,America/Chicago,0,-,-,,41.84,-87.68,41.84,-87.68
2016-17,RS,Oct,44,2016-10-31,Chicago Bulls,Brooklyn Nets,Away,W,New York,718,Chicago - New York,1,America/New_York,1,~1.31 hours,East,,40.67,-73.94,41.84,-87.68
2016-17,RS,Nov,44,2016-11-02,Chicago Bulls,Boston Celtics,Away,L,Boston,190,New York - Boston,1,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2016-17,RS,Nov,45,2016-11-04,Chicago Bulls,New York Knicks,Home,L,Chicago,854,Boston - Chicago,1,America/Chicago,-1,~1.55 hours,West,,41.84,-87.68,42.34,-71.02
2016-17,RS,Nov,45,2016-11-05,Chicago Bulls,Indiana Pacers,Away,L,Indianapolis,163,Chicago - Indianapolis,0,America/Indiana/Indianapolis,1,~55 minutes,East,,39.78,-86.15,41.84,-87.68
2016-17,RS,Nov,45,2016-11-07,Chicago Bulls,Orlando Magic,Home,W,Chicago,163,Indianapolis - Chicago,1,America/Chicago,-1,~55 minutes,West,,41.84,-87.68,39.78,-86.15
2016-17,RS,Nov,45,2016-11-09,Chicago Bulls,Atlanta Hawks,Away,L,Atlanta,586,Chicago - Atlanta,1,America/New_York,1,~1.07 hours,East,,33.76,-84.42,41.84,-87.68
2016-17,RS,Nov,45,2016-11-10,Chicago Bulls,Miami Heat,Away,W,Miami,607,Atlanta - Miami,0,America/New_York,0,~1.1 hours,-,,25.78,-80.21,33.76,-84.42
2016-17,RS,Nov,46,2016-11-12,Chicago Bulls,Washington Wizards,Home,W,Chicago,1189,Miami - Chicago,1,America/Chicago,-1,~2.16 hours,West,,41.84,-87.68,25.78,-80.21
2016-17,RS,Nov,46,2016-11-15,Chicago Bulls,Portland Trail Blazers,Away,W,Portland,1753,Chicago - Portland,2,America/Los_Angeles,-2,~3.19 hours,West,,45.54,-122.66,41.84,-87.68
2016-17,RS,Nov,46,2016-11-17,Chicago Bulls,Utah Jazz,Away,W,Salt Lake City,632,Portland - Salt Lake City,1,America/Denver,1,~1.15 hours,East,,40.78,-111.93,45.54,-122.66
2016-17,RS,Nov,47,2016-11-19,Chicago Bulls,Los Angeles Clippers,Away,L,Los Angeles,582,Salt Lake City - Los Angeles,1,America/Los_Angeles,-1,~1.06 hours,West,,34.11,-118.41,40.78,-111.93
2016-17,RS,Nov,47,2016-11-20,Chicago Bulls,Los Angeles Lakers,Away,W,Los Angeles,0,No Travel,0,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2016-17,RS,Nov,47,2016-11-22,Chicago Bulls,Denver Nuggets,Away,L,Denver,843,Los Angeles - Denver,1,America/Denver,1,~1.53 hours,East,,39.77,-104.87,34.11,-118.41
2016-17,RS,Nov,48,2016-11-25,Chicago Bulls,Philadelphia 76ers,Away,W,Philadelphia,1570,Denver - Philadelphia,2,America/New_York,2,~2.85 hours,East,,40.01,-75.13,39.77,-104.87
2016-17,RS,Nov,48,2016-11-30,Chicago Bulls,Los Angeles Lakers,Home,L,Chicago,667,Philadelphia - Chicago,4,America/Chicago,-1,~1.21 hours,West,,41.84,-87.68,40.01,-75.13
2016-17,RS,Dec,49,2016-12-02,Chicago Bulls,Cleveland Cavaliers,Home,W,Chicago,0,No Travel,1,America/Chicago,0,-,-,,41.84,-87.68,41.84,-87.68
2016-17,RS,Dec,49,2016-12-03,Chicago Bulls,Dallas Mavericks,Away,L,Dallas,800,Chicago - Dallas,0,America/Chicago,0,~1.45 hours,-,,32.79,-96.77,41.84,-87.68
2016-17,RS,Dec,49,2016-12-05,Chicago Bulls,Portland Trail Blazers,Home,L,Chicago,800,Dallas - Chicago,1,America/Chicago,0,~1.45 hours,-,,41.84,-87.68,32.79,-96.77
2016-17,RS,Dec,49,2016-12-06,Chicago Bulls,Detroit Pistons,Away,L,Detroit,238,Chicago - Detroit,0,America/Detroit,1,~55 minutes,East,,42.38,-83.1,41.84,-87.68
2016-17,RS,Dec,49,2016-12-08,Chicago Bulls,San Antonio Spurs,Home,W,Chicago,238,Detroit - Chicago,1,America/Chicago,-1,~55 minutes,West,,41.84,-87.68,42.38,-83.1
2016-17,RS,Dec,50,2016-12-10,Chicago Bulls,Miami Heat,Home,W,Chicago,0,No Travel,1,America/Chicago,0,-,-,,41.84,-87.68,41.84,-87.68
2016-17,RS,Dec,50,2016-12-13,Chicago Bulls,Minnesota Timberwolves,Home,L,Chicago,0,No Travel,2,America/Chicago,0,-,-,,41.84,-87.68,41.84,-87.68
2016-17,RS,Dec,50,2016-12-15,Chicago Bulls,Milwaukee Bucks,Away,L,Milwaukee,86,Chicago - Milwaukee,1,America/Chicago,0,~55 minutes,-,,43.06,-87.97,41.84,-87.68
